id_velov,year,month,day,hour,minute,bikes,bike_stands,departure30min,arrival30min
velov-10001,2021,12,1,0,0,2,25,0,0
velov-10001,2021,12,1,0,0,2,25,0,0
velov-10001,2021,12,1,0,30,1,26,0,0
velov-10001,2021,12,1,1,0,3,24,0,2
velov-10001,2021,12,1,1,30,3,24,0,0
velov-10001,2021,12,1,2,0,3,24,0,0
velov-10001,2021,12,1,2,30,3,24,0,0
velov-10001,2021,12,1,3,0,3,24,0,0
velov-10001,2021,12,1,3,30,3,24,0,0
velov-10001,2021,12,1,4,0,4,23,0,1
velov-10001,2021,12,1,4,30,4,23,0,0
velov-10001,2021,12,1,5,0,4,23,0,0
velov-10001,2021,12,1,5,30,4,23,0,0
velov-10001,2021,12,1,6,0,5,22,0,1
velov-10001,2021,12,1,6,30,5,22,0,0
velov-10001,2021,12,1,7,0,22,5,0,17
velov-10001,2021,12,1,7,30,26,1,0,1
velov-10001,2021,12,1,8,0,26,1,1,0
velov-10001,2021,12,1,8,30,27,0,0,0
velov-10001,2021,12,1,9,0,27,0,0,0
velov-10001,2021,12,1,9,30,27,0,0,2
velov-10001,2021,12,1,10,0,25,2,2,0
velov-10001,2021,12,1,10,30,21,6,4,0
velov-10001,2021,12,1,11,0,16,11,6,1
velov-10001,2021,12,1,11,30,12,15,4,6
velov-10001,2021,12,1,12,0,13,14,0,1
velov-10001,2021,12,1,12,30,17,12,0,4
velov-10001,2021,12,1,13,0,21,8,0,5
velov-10001,2021,12,1,13,30,20,9,3,2
velov-10001,2021,12,1,14,0,20,9,0,0
velov-10001,2021,12,1,14,30,20,10,1,1
velov-10001,2021,12,1,15,0,23,7,1,4
velov-10001,2021,12,1,15,30,15,15,7,0
velov-10001,2021,12,1,16,0,6,24,5,0
velov-10001,2021,12,1,16,30,5,25,3,2
velov-10001,2021,12,1,17,0,2,28,5,2
velov-10001,2021,12,1,17,30,0,30,1,1
velov-10001,2021,12,1,18,0,0,30,0,0
velov-10001,2021,12,1,18,30,0,30,0,0
velov-10001,2021,12,1,19,0,4,26,1,4
velov-10001,2021,12,1,19,30,7,23,0,2
velov-10001,2021,12,1,20,0,8,22,1,1
velov-10001,2021,12,1,20,30,7,23,1,0
velov-10001,2021,12,1,21,0,5,25,3,1
velov-10001,2021,12,1,21,30,3,27,2,0
velov-10001,2021,12,1,22,0,5,25,0,1
velov-10001,2021,12,1,22,30,5,25,0,0
velov-10001,2021,12,1,23,0,5,25,0,0
velov-10001,2021,12,1,23,30,4,26,1,0
velov-10001,2021,12,2,0,0,4,26,0,0
velov-10001,2021,12,2,0,0,4,26,0,0
velov-10001,2021,12,2,0,30,5,25,0,1
velov-10001,2021,12,2,1,0,5,25,0,0
velov-10001,2021,12,2,1,30,5,25,0,0
velov-10001,2021,12,2,2,0,5,25,0,0
velov-10001,2021,12,2,2,30,5,25,0,0
velov-10001,2021,12,2,3,0,5,25,0,0
velov-10001,2021,12,2,3,30,5,25,0,0
velov-10001,2021,12,2,4,0,5,25,0,0
velov-10001,2021,12,2,4,30,5,25,0,0
velov-10001,2021,12,2,5,0,5,25,0,0
velov-10001,2021,12,2,5,30,5,25,0,0
velov-10001,2021,12,2,6,0,5,25,0,0
velov-10001,2021,12,2,6,30,6,24,0,0
velov-10001,2021,12,2,7,0,23,6,0,17
velov-10001,2021,12,2,7,30,29,0,0,4
velov-10001,2021,12,2,8,0,28,1,1,0
velov-10001,2021,12,2,8,30,27,2,1,0
velov-10001,2021,12,2,9,0,26,3,1,1
velov-10001,2021,12,2,9,30,23,6,2,1
velov-10001,2021,12,2,10,0,22,7,1,0
velov-10001,2021,12,2,10,30,21,8,1,0
velov-10001,2021,12,2,11,0,13,15,8,0
velov-10001,2021,12,2,11,30,2,27,10,2
velov-10001,2021,12,2,12,0,6,23,1,5
velov-10001,2021,12,2,12,30,20,9,2,13
velov-10001,2021,12,2,13,0,22,7,0,2
velov-10001,2021,12,2,13,30,21,8,2,0
velov-10001,2021,12,2,14,0,22,8,0,2
velov-10001,2021,12,2,14,30,25,5,2,5
velov-10001,2021,12,2,15,0,5,25,15,0
velov-10001,2021,12,2,15,30,0,30,4,0
velov-10001,2021,12,2,16,0,0,30,0,0
velov-10001,2021,12,2,16,30,1,29,0,1
velov-10001,2021,12,2,17,0,1,29,1,1
velov-10001,2021,12,2,17,30,2,28,0,2
velov-10001,2021,12,2,18,0,3,27,1,2
velov-10001,2021,12,2,18,30,2,28,5,2
velov-10001,2021,12,2,19,0,5,25,0,3
velov-10001,2021,12,2,19,30,8,22,0,2
velov-10001,2021,12,2,20,0,8,22,2,2
velov-10001,2021,12,2,20,30,8,22,0,0
velov-10001,2021,12,2,21,0,6,24,2,0
velov-10001,2021,12,2,21,30,3,27,3,0
velov-10001,2021,12,2,22,0,2,28,2,1
velov-10001,2021,12,2,22,30,2,28,0,0
velov-10001,2021,12,2,23,0,2,28,0,0
velov-10001,2021,12,2,23,30,3,27,0,1
velov-10001,2021,12,3,0,0,3,27,0,0
velov-10001,2021,12,3,0,0,3,27,0,0
velov-10001,2021,12,3,0,30,3,27,0,0
velov-10001,2021,12,3,1,0,3,27,0,0
velov-10001,2021,12,3,1,30,3,27,0,0
velov-10001,2021,12,3,2,0,3,27,0,0
velov-10001,2021,12,3,2,30,3,27,0,0
velov-10001,2021,12,3,3,0,3,27,0,0
velov-10001,2021,12,3,3,30,3,27,0,0
velov-10001,2021,12,3,4,0,3,27,0,0
velov-10001,2021,12,3,4,30,3,27,0,0
velov-10001,2021,12,3,5,0,3,27,0,0
velov-10001,2021,12,3,5,30,3,27,0,0
velov-10001,2021,12,3,6,0,3,27,0,0
velov-10001,2021,12,3,6,30,4,26,0,0
velov-10001,2021,12,3,7,0,17,13,0,13
velov-10001,2021,12,3,7,30,21,9,0,4
velov-10001,2021,12,3,8,0,23,7,0,1
velov-10001,2021,12,3,8,30,24,6,0,1
velov-10001,2021,12,3,9,0,19,11,5,0
velov-10001,2021,12,3,9,30,23,7,0,4
velov-10001,2021,12,3,10,0,24,6,0,1
velov-10001,2021,12,3,10,30,19,11,3,0
velov-10001,2021,12,3,11,0,9,19,9,0
velov-10001,2021,12,3,11,30,4,26,1,4
velov-10001,2021,12,3,12,0,16,14,1,8
velov-10001,2021,12,3,12,30,19,11,2,3
velov-10001,2021,12,3,13,0,17,13,6,2
velov-10001,2021,12,3,13,30,19,11,1,1
velov-10001,2021,12,3,14,0,20,10,0,1
velov-10001,2021,12,3,14,30,17,13,3,1
velov-10001,2021,12,3,15,0,12,18,5,0
velov-10001,2021,12,3,15,30,13,17,0,3
velov-10001,2021,12,3,16,0,12,18,1,0
velov-10001,2021,12,3,16,30,4,26,7,0
velov-10001,2021,12,3,17,0,0,30,1,1
velov-10001,2021,12,3,17,30,0,30,1,1
velov-10001,2021,12,3,18,0,0,30,0,0
velov-10001,2021,12,3,18,30,0,30,2,2
velov-10001,2021,12,3,19,0,2,28,2,2
velov-10001,2021,12,3,19,30,3,27,1,1
velov-10001,2021,12,3,20,0,2,28,2,1
velov-10001,2021,12,3,20,30,4,26,1,3
velov-10001,2021,12,3,21,0,5,25,0,0
velov-10001,2021,12,3,21,30,5,25,0,0
velov-10001,2021,12,3,22,0,5,25,0,0
velov-10001,2021,12,3,22,30,5,25,0,0
velov-10001,2021,12,3,23,0,3,27,2,0
velov-10001,2021,12,3,23,30,4,26,0,1
velov-10001,2021,12,4,0,0,4,26,1,1
velov-10001,2021,12,4,0,0,4,26,0,1
velov-10001,2021,12,4,0,30,4,26,1,1
velov-10001,2021,12,4,1,0,4,26,0,0
velov-10001,2021,12,4,1,30,3,27,2,1
velov-10001,2021,12,4,2,0,0,30,3,0
velov-10001,2021,12,4,2,30,0,30,0,0
velov-10001,2021,12,4,3,0,1,29,2,3
velov-10001,2021,12,4,3,30,6,24,0,3
velov-10001,2021,12,4,4,0,6,24,0,1
velov-10001,2021,12,4,4,30,6,24,0,0
velov-10001,2021,12,4,5,0,7,23,0,1
velov-10001,2021,12,4,5,30,7,23,0,0
velov-10001,2021,12,4,6,0,10,20,0,3
velov-10001,2021,12,4,6,30,10,20,0,0
velov-10001,2021,12,4,7,0,9,21,1,0
velov-10001,2021,12,4,7,30,10,20,0,1
velov-10001,2021,12,4,8,0,9,21,1,0
velov-10001,2021,12,4,8,30,9,21,0,0
velov-10001,2021,12,4,9,0,9,21,1,1
velov-10001,2021,12,4,9,30,10,20,1,2
velov-10001,2021,12,4,10,0,8,21,0,0
velov-10001,2021,12,4,10,30,9,20,0,1
velov-10001,2021,12,4,11,0,4,25,5,0
velov-10001,2021,12,4,11,30,5,24,1,1
velov-10001,2021,12,4,12,0,6,23,1,1
velov-10001,2021,12,4,12,30,9,20,1,4
velov-10001,2021,12,4,13,0,7,22,4,1
velov-10001,2021,12,4,13,30,5,24,2,0
velov-10001,2021,12,4,14,0,1,28,6,2
velov-10001,2021,12,4,14,30,5,24,0,5
velov-10001,2021,12,4,15,0,11,18,0,6
velov-10001,2021,12,4,15,30,12,17,0,2
velov-10001,2021,12,4,16,0,11,18,0,0
velov-10001,2021,12,4,16,30,9,20,2,2
velov-10001,2021,12,4,17,0,6,24,5,6
velov-10001,2021,12,4,17,30,10,20,1,5
velov-10001,2021,12,4,18,0,13,17,0,2
velov-10001,2021,12,4,18,30,13,17,3,3
velov-10001,2021,12,4,19,0,12,18,1,0
velov-10001,2021,12,4,19,30,14,16,0,0
velov-10001,2021,12,4,20,0,16,14,1,3
velov-10001,2021,12,4,20,30,17,13,0,0
velov-10001,2021,12,4,21,0,17,13,0,0
velov-10001,2021,12,4,21,30,18,12,1,2
velov-10001,2021,12,4,22,0,18,12,1,1
velov-10001,2021,12,4,22,30,18,12,0,0
velov-10001,2021,12,4,23,0,19,11,1,2
velov-10001,2021,12,4,23,30,19,11,0,0
velov-10001,2021,12,5,0,0,19,10,0,0
velov-10001,2021,12,5,0,0,19,10,0,0
velov-10001,2021,12,5,0,30,19,10,0,0
velov-10001,2021,12,5,1,0,19,10,0,0
velov-10001,2021,12,5,1,30,19,10,0,0
velov-10001,2021,12,5,2,0,19,10,0,0
velov-10001,2021,12,5,2,30,19,10,0,0
velov-10001,2021,12,5,3,0,19,10,0,0
velov-10001,2021,12,5,3,30,19,11,0,0
velov-10001,2021,12,5,4,0,19,11,0,0
velov-10001,2021,12,5,4,30,19,11,0,0
velov-10001,2021,12,5,5,0,19,11,0,0
velov-10001,2021,12,5,5,30,19,11,0,0
velov-10001,2021,12,5,6,0,19,11,0,0
velov-10001,2021,12,5,6,30,19,11,0,0
velov-10001,2021,12,5,7,0,19,11,0,0
velov-10001,2021,12,5,7,30,18,12,1,0
velov-10001,2021,12,5,8,0,16,14,2,0
velov-10001,2021,12,5,8,30,16,14,0,0
velov-10001,2021,12,5,9,0,14,16,3,0
velov-10001,2021,12,5,9,30,5,25,4,0
velov-10001,2021,12,5,10,0,5,25,0,0
velov-10001,2021,12,5,10,30,6,24,1,1
velov-10001,2021,12,5,11,0,6,24,1,1
velov-10001,2021,12,5,11,30,4,26,2,0
velov-10001,2021,12,5,12,0,0,29,2,0
velov-10001,2021,12,5,12,30,0,30,0,0
velov-10001,2021,12,5,13,0,4,26,0,3
velov-10001,2021,12,5,13,30,7,23,0,2
velov-10001,2021,12,5,14,0,5,25,3,1
velov-10001,2021,12,5,14,30,4,26,1,0
velov-10001,2021,12,5,15,0,7,23,0,2
velov-10001,2021,12,5,15,30,6,24,2,0
velov-10001,2021,12,5,16,0,8,22,0,2
velov-10001,2021,12,5,16,30,7,23,1,0
velov-10001,2021,12,5,17,0,8,22,1,0
velov-10001,2021,12,5,17,30,5,25,1,0
velov-10001,2021,12,5,18,0,5,25,0,0
velov-10001,2021,12,5,18,30,3,27,1,0
velov-10001,2021,12,5,19,0,4,26,0,1
velov-10001,2021,12,5,19,30,8,22,0,2
velov-10001,2021,12,5,20,0,9,21,0,1
velov-10001,2021,12,5,20,30,9,21,0,0
velov-10001,2021,12,5,21,0,7,23,2,0
velov-10001,2021,12,5,21,30,7,23,0,0
velov-10001,2021,12,5,22,0,7,23,0,0
velov-10001,2021,12,5,22,30,8,22,0,1
velov-10001,2021,12,5,23,0,8,22,0,0
velov-10001,2021,12,5,23,30,8,22,0,0
velov-10001,2021,12,6,0,0,8,22,0,0
velov-10001,2021,12,6,0,0,8,22,0,0
velov-10001,2021,12,6,0,30,7,23,1,0
velov-10001,2021,12,6,1,0,7,23,0,0
velov-10001,2021,12,6,1,30,7,23,0,0
velov-10001,2021,12,6,2,0,7,23,0,0
velov-10001,2021,12,6,2,30,7,23,0,0
velov-10001,2021,12,6,3,0,7,23,0,0
velov-10001,2021,12,6,3,30,7,23,0,0
velov-10001,2021,12,6,4,0,7,23,0,0
velov-10001,2021,12,6,4,30,6,24,1,0
velov-10001,2021,12,6,5,0,6,24,0,0
velov-10001,2021,12,6,5,30,6,24,0,0
velov-10001,2021,12,6,6,0,8,22,0,2
velov-10001,2021,12,6,6,30,6,24,1,0
velov-10001,2021,12,6,7,0,22,8,0,16
velov-10001,2021,12,6,7,30,14,16,12,3
velov-10001,2021,12,6,8,0,15,15,0,1
velov-10001,2021,12,6,8,30,18,12,0,2
velov-10001,2021,12,6,9,0,21,9,0,2
velov-10001,2021,12,6,9,30,24,6,1,4
velov-10001,2021,12,6,10,0,21,9,3,0
velov-10001,2021,12,6,10,30,15,15,6,0
velov-10001,2021,12,6,11,0,0,28,14,0
velov-10001,2021,12,6,11,30,2,28,1,3
velov-10001,2021,12,6,12,0,4,26,0,2
velov-10001,2021,12,6,12,30,17,13,0,9
velov-10001,2021,12,6,13,0,24,6,1,6
velov-10001,2021,12,6,13,30,23,7,0,0
velov-10001,2021,12,6,14,0,23,7,1,1
velov-10001,2021,12,6,14,30,21,9,3,1
velov-10001,2021,12,6,15,0,17,13,2,0
velov-10001,2021,12,6,15,30,19,11,0,2
velov-10001,2021,12,6,16,0,13,17,6,0
velov-10001,2021,12,6,16,30,9,21,5,1
velov-10001,2021,12,6,17,0,0,30,2,0
velov-10001,2021,12,6,17,30,0,30,1,1
velov-10001,2021,12,6,18,0,0,30,0,0
velov-10001,2021,12,6,18,30,5,25,2,6
velov-10001,2021,12,6,19,0,4,26,2,1
velov-10001,2021,12,6,19,30,7,23,0,1
velov-10001,2021,12,6,20,0,7,23,1,0
velov-10001,2021,12,6,20,30,8,22,0,1
velov-10001,2021,12,6,21,0,6,24,2,0
velov-10001,2021,12,6,21,30,7,23,1,2
velov-10001,2021,12,6,22,0,10,20,1,2
velov-10001,2021,12,6,22,30,10,20,0,0
velov-10001,2021,12,6,23,0,10,20,0,0
velov-10001,2021,12,6,23,30,10,20,0,0
velov-10001,2021,12,7,0,0,10,20,0,0
velov-10001,2021,12,7,0,0,10,20,0,0
velov-10001,2021,12,7,0,30,10,20,0,0
velov-10001,2021,12,7,1,0,10,20,0,0
velov-10001,2021,12,7,1,30,10,20,0,0
velov-10001,2021,12,7,2,0,10,20,0,0
velov-10001,2021,12,7,2,30,8,22,2,0
velov-10001,2021,12,7,3,0,8,22,0,0
velov-10001,2021,12,7,3,30,8,22,0,0
velov-10001,2021,12,7,4,0,8,22,0,0
velov-10001,2021,12,7,4,30,8,22,0,0
velov-10001,2021,12,7,5,0,8,22,0,0
velov-10001,2021,12,7,5,30,8,22,0,0
velov-10001,2021,12,7,6,0,8,22,0,0
velov-10001,2021,12,7,6,30,8,22,0,0
velov-10001,2021,12,7,7,0,21,9,0,13
velov-10001,2021,12,7,7,30,24,6,0,2
velov-10001,2021,12,7,8,0,26,4,0,1
velov-10001,2021,12,7,8,30,28,2,0,1
velov-10001,2021,12,7,9,0,25,5,4,1
velov-10001,2021,12,7,9,30,27,3,0,3
velov-10001,2021,12,7,10,0,26,4,2,0
velov-10001,2021,12,7,10,30,25,5,2,1
velov-10001,2021,12,7,11,0,16,13,9,0
velov-10001,2021,12,7,11,30,4,26,2,4
velov-10001,2021,12,7,12,0,12,18,0,8
velov-10001,2021,12,7,12,30,25,5,1,11
velov-10001,2021,12,7,13,0,29,1,0,4
velov-10001,2021,12,7,13,30,25,5,0,1
velov-10001,2021,12,7,14,0,27,3,0,1
velov-10001,2021,12,7,14,30,18,12,9,0
velov-10001,2021,12,7,15,0,19,11,0,2
velov-10001,2021,12,7,15,30,15,15,5,1
velov-10001,2021,12,7,16,0,6,24,8,0
velov-10001,2021,12,7,16,30,5,25,2,3
velov-10001,2021,12,7,17,0,2,28,2,2
velov-10001,2021,12,7,17,30,0,30,1,1
velov-10001,2021,12,7,18,0,1,29,1,2
velov-10001,2021,12,7,18,30,1,29,2,2
velov-10001,2021,12,7,19,0,4,26,1,4
velov-10001,2021,12,7,19,30,3,27,1,0
velov-10001,2021,12,7,20,0,2,28,0,0
velov-10001,2021,12,7,20,30,3,27,1,0
velov-10001,2021,12,7,21,0,3,27,0,0
velov-10001,2021,12,7,21,30,3,27,0,1
velov-10001,2021,12,7,22,0,5,25,0,2
velov-10001,2021,12,7,22,30,6,24,0,1
velov-10001,2021,12,7,23,0,7,23,0,1
velov-10001,2021,12,7,23,30,7,23,0,0
velov-10001,2021,12,8,0,0,7,23,0,0
velov-10001,2021,12,8,0,0,7,23,0,0
velov-10001,2021,12,8,0,30,8,22,0,0
velov-10001,2021,12,8,1,0,8,22,0,0
velov-10001,2021,12,8,1,30,8,22,0,0
velov-10001,2021,12,8,2,0,8,22,0,0
velov-10001,2021,12,8,2,30,8,22,0,0
velov-10001,2021,12,8,3,0,8,22,0,0
velov-10001,2021,12,8,3,30,9,21,0,1
velov-10001,2021,12,8,4,0,9,21,0,0
velov-10001,2021,12,8,4,30,9,21,0,0
velov-10001,2021,12,8,5,0,9,21,0,0
velov-10001,2021,12,8,5,30,9,21,0,0
velov-10001,2021,12,8,6,0,9,21,0,0
velov-10001,2021,12,8,6,30,9,21,0,0
velov-10001,2021,12,8,7,0,19,11,1,11
velov-10001,2021,12,8,7,30,21,9,0,2
velov-10001,2021,12,8,8,0,21,9,0,0
velov-10001,2021,12,8,8,30,22,8,0,0
velov-10001,2021,12,8,9,0,23,7,1,2
velov-10001,2021,12,8,9,30,28,2,0,4
velov-10001,2021,12,8,10,0,27,2,2,0
velov-10001,2021,12,8,10,30,28,2,1,1
velov-10001,2021,12,8,11,0,24,6,6,2
velov-10001,2021,12,8,11,30,13,17,4,0
velov-10001,2021,12,8,12,0,17,13,2,6
velov-10001,2021,12,8,12,30,19,11,0,2
velov-10001,2021,12,8,13,0,21,9,2,4
velov-10001,2021,12,8,13,30,22,8,0,0
velov-10001,2021,12,8,14,0,23,7,1,1
velov-10001,2021,12,8,14,30,18,12,5,0
velov-10001,2021,12,8,15,0,10,20,5,0
velov-10001,2021,12,8,15,30,9,21,3,2
velov-10001,2021,12,8,16,0,6,24,3,1
velov-10001,2021,12,8,16,30,2,27,4,0
velov-10001,2021,12,8,17,0,0,30,2,0
velov-10001,2021,12,8,17,30,1,29,2,2
velov-10001,2021,12,8,18,0,1,29,1,0
velov-10001,2021,12,8,18,30,0,30,1,0
velov-10001,2021,12,8,19,0,2,28,0,2
velov-10001,2021,12,8,19,30,6,24,1,2
velov-10001,2021,12,8,20,0,8,22,0,2
velov-10001,2021,12,8,20,30,8,22,1,1
velov-10001,2021,12,8,21,0,8,22,0,0
velov-10001,2021,12,8,21,30,7,23,1,0
velov-10001,2021,12,8,22,0,10,20,0,3
velov-10001,2021,12,8,22,30,11,19,0,1
velov-10001,2021,12,8,23,0,16,14,0,2
velov-10001,2021,12,8,23,30,17,13,0,1
velov-10001,2021,12,9,0,0,18,12,0,1
velov-10001,2021,12,9,0,0,18,12,0,0
velov-10001,2021,12,9,0,30,19,11,0,1
velov-10001,2021,12,9,1,0,22,8,0,3
velov-10001,2021,12,9,1,30,22,8,0,0
velov-10001,2021,12,9,2,0,22,8,0,0
velov-10001,2021,12,9,2,30,22,8,0,0
velov-10001,2021,12,9,3,0,22,8,0,0
velov-10001,2021,12,9,3,30,22,8,0,0
velov-10001,2021,12,9,4,0,22,8,0,0
velov-10001,2021,12,9,4,30,10,20,12,0
velov-10001,2021,12,9,5,0,10,20,0,0
velov-10001,2021,12,9,5,30,10,20,0,0
velov-10001,2021,12,9,6,0,10,20,0,0
velov-10001,2021,12,9,6,30,11,19,0,1
velov-10001,2021,12,9,7,0,26,4,0,14
velov-10001,2021,12,9,7,30,30,0,1,2
velov-10001,2021,12,9,8,0,29,1,0,0
velov-10001,2021,12,9,8,30,30,0,0,1
velov-10001,2021,12,9,9,0,30,0,1,1
velov-10001,2021,12,9,9,30,28,2,2,0
velov-10001,2021,12,9,10,0,28,2,0,0
velov-10001,2021,12,9,10,30,27,3,2,0
velov-10001,2021,12,9,11,0,18,12,9,0
velov-10001,2021,12,9,11,30,0,30,15,1
velov-10001,2021,12,9,12,0,6,24,1,6
velov-10001,2021,12,9,12,30,18,12,0,11
velov-10001,2021,12,9,13,0,23,7,1,4
velov-10001,2021,12,9,13,30,19,11,4,2
velov-10001,2021,12,9,14,0,16,7,7,3
velov-10001,2021,12,9,14,30,10,13,6,1
velov-10001,2021,12,9,15,0,8,15,1,1
velov-10001,2021,12,9,15,30,3,20,5,0
velov-10001,2021,12,9,16,0,2,21,0,2
velov-10001,2021,12,9,16,30,3,20,1,4
velov-10001,2021,12,9,17,0,1,22,2,2
velov-10001,2021,12,9,17,30,2,21,2,2
velov-10001,2021,12,9,18,0,1,22,0,1
velov-10001,2021,12,9,18,30,0,23,2,1
velov-10001,2021,12,9,19,0,7,16,0,7
velov-10001,2021,12,9,19,30,10,13,2,5
velov-10001,2021,12,9,20,0,12,11,0,2
velov-10001,2021,12,9,20,30,12,11,0,0
velov-10001,2021,12,9,21,0,9,14,3,0
velov-10001,2021,12,9,21,30,8,15,0,1
velov-10001,2021,12,9,22,0,12,11,1,5
velov-10001,2021,12,9,22,30,12,11,0,1
velov-10001,2021,12,9,23,0,12,11,0,0
velov-10001,2021,12,9,23,30,12,11,1,1
velov-10001,2021,12,10,0,0,13,10,0,0
velov-10001,2021,12,10,0,0,13,10,0,0
velov-10001,2021,12,10,0,30,13,10,0,0
velov-10001,2021,12,10,1,0,13,10,0,0
velov-10001,2021,12,10,1,30,13,10,0,0
velov-10001,2021,12,10,2,0,14,9,0,0
velov-10001,2021,12,10,2,30,14,9,0,0
velov-10001,2021,12,10,3,0,14,9,0,0
velov-10001,2021,12,10,3,30,14,9,0,0
velov-10001,2021,12,10,4,0,13,10,1,0
velov-10001,2021,12,10,4,30,13,10,0,0
velov-10001,2021,12,10,5,0,13,10,0,0
velov-10001,2021,12,10,5,30,13,10,0,0
velov-10001,2021,12,10,6,0,13,10,0,0
velov-10001,2021,12,10,6,30,13,10,0,0
velov-10001,2021,12,10,7,0,23,0,0,10
velov-10001,2021,12,10,7,30,26,4,0,3
velov-10001,2021,12,10,8,0,27,3,0,1
velov-10001,2021,12,10,8,30,30,0,0,1
velov-10001,2021,12,10,9,0,30,0,0,1
velov-10001,2021,12,10,9,30,30,0,0,1
velov-10001,2021,12,10,10,0,30,0,0,0
velov-10001,2021,12,10,10,30,30,0,0,0
velov-10001,2021,12,10,11,0,22,8,8,0
velov-10001,2021,12,10,11,30,14,16,9,0
velov-10001,2021,12,10,12,0,22,8,0,4
velov-10001,2021,12,10,12,30,22,8,4,2
velov-10001,2021,12,10,13,0,30,0,0,7
velov-10001,2021,12,10,13,30,30,0,1,1
velov-10001,2021,12,10,14,0,26,4,4,0
velov-10001,2021,12,10,14,30,21,9,3,0
velov-10001,2021,12,10,15,0,22,8,0,2
velov-10001,2021,12,10,15,30,17,13,6,0
velov-10001,2021,12,10,16,0,13,17,4,1
velov-10001,2021,12,10,16,30,4,25,10,0
velov-10001,2021,12,10,17,0,4,26,0,4
velov-10001,2021,12,10,17,30,2,28,1,1
velov-10001,2021,12,10,18,0,1,29,1,1
velov-10001,2021,12,10,18,30,5,25,0,2
velov-10001,2021,12,10,19,0,5,25,2,1
velov-10001,2021,12,10,19,30,4,26,0,0
velov-10001,2021,12,10,20,0,5,25,0,1
velov-10001,2021,12,10,20,30,7,23,0,3
velov-10001,2021,12,10,21,0,9,21,0,2
velov-10001,2021,12,10,21,30,11,19,0,1
velov-10001,2021,12,10,22,0,12,18,1,2
velov-10001,2021,12,10,22,30,14,16,0,2
velov-10001,2021,12,10,23,0,12,18,2,0
velov-10001,2021,12,10,23,30,15,15,0,3
velov-10001,2021,12,11,0,0,17,13,0,2
velov-10001,2021,12,11,0,0,17,13,0,0
velov-10001,2021,12,11,0,30,18,12,0,0
velov-10001,2021,12,11,1,0,21,9,0,3
velov-10001,2021,12,11,1,30,20,10,0,0
velov-10001,2021,12,11,2,0,20,10,0,1
velov-10001,2021,12,11,2,30,20,10,0,0
velov-10001,2021,12,11,3,0,20,10,0,0
velov-10001,2021,12,11,3,30,20,10,0,0
velov-10001,2021,12,11,4,0,21,9,0,1
velov-10001,2021,12,11,4,30,21,9,0,0
velov-10001,2021,12,11,5,0,21,9,0,0
velov-10001,2021,12,11,5,30,21,9,0,0
velov-10001,2021,12,11,6,0,21,9,0,0
velov-10001,2021,12,11,6,30,21,9,0,0
velov-10001,2021,12,11,7,0,24,6,0,2
velov-10001,2021,12,11,7,30,25,5,0,0
velov-10001,2021,12,11,8,0,24,6,1,0
velov-10001,2021,12,11,8,30,21,9,2,0
velov-10001,2021,12,11,9,0,17,13,2,0
velov-10001,2021,12,11,9,30,16,14,2,1
velov-10001,2021,12,11,10,0,14,16,1,0
velov-10001,2021,12,11,10,30,13,17,3,0
velov-10001,2021,12,11,11,0,12,18,1,0
velov-10001,2021,12,11,11,30,8,22,3,0
velov-10001,2021,12,11,12,0,4,26,5,0
velov-10001,2021,12,11,12,30,5,25,2,2
velov-10001,2021,12,11,13,0,4,26,2,1
velov-10001,2021,12,11,13,30,9,21,0,6
velov-10001,2021,12,11,14,0,8,22,1,0
velov-10001,2021,12,11,14,30,10,20,0,2
velov-10001,2021,12,11,15,0,10,20,0,0
velov-10001,2021,12,11,15,30,7,23,3,0
velov-10001,2021,12,11,16,0,13,17,0,4
velov-10001,2021,12,11,16,30,8,22,4,0
velov-10001,2021,12,11,17,0,8,22,1,1
velov-10001,2021,12,11,17,30,14,16,1,7
velov-10001,2021,12,11,18,0,13,17,1,0
velov-10001,2021,12,11,18,30,12,18,2,1
velov-10001,2021,12,11,19,0,4,26,11,1
velov-10001,2021,12,11,19,30,2,28,4,1
velov-10001,2021,12,11,20,0,3,27,0,1
velov-10001,2021,12,11,20,30,2,28,2,3
velov-10001,2021,12,11,21,0,3,27,0,1
velov-10001,2021,12,11,21,30,4,26,0,2
velov-10001,2021,12,11,22,0,3,27,1,0
velov-10001,2021,12,11,22,30,4,26,0,1
velov-10001,2021,12,11,23,0,4,26,1,1
velov-10001,2021,12,11,23,30,10,20,0,6
velov-10001,2021,12,12,0,0,10,20,1,1
velov-10001,2021,12,12,0,0,10,20,1,1
velov-10001,2021,12,12,0,30,12,18,0,2
velov-10001,2021,12,12,1,0,12,18,0,0
velov-10001,2021,12,12,1,30,12,18,0,0
velov-10001,2021,12,12,2,0,12,18,0,0
velov-10001,2021,12,12,2,30,14,16,0,0
velov-10001,2021,12,12,3,0,14,16,0,0
velov-10001,2021,12,12,3,30,14,16,0,0
velov-10001,2021,12,12,4,0,14,16,0,0
velov-10001,2021,12,12,4,30,14,16,0,0
velov-10001,2021,12,12,5,0,14,16,0,0
velov-10001,2021,12,12,5,30,14,16,0,0
velov-10001,2021,12,12,6,0,16,14,0,1
velov-10001,2021,12,12,6,30,16,14,0,0
velov-10001,2021,12,12,7,0,16,14,0,0
velov-10001,2021,12,12,7,30,16,14,0,0
velov-10001,2021,12,12,8,0,16,14,0,0
velov-10001,2021,12,12,8,30,17,13,0,1
